4.381020125950760402e+00,-1.164764396308569694e+01,1.445950006627649831e+00,4.465482419286390225e+00
4.385410831278864663e+00,-1.161265099033810699e+01,1.446006731645908205e+00,4.466157437635549066e+00
4.389799673141991931e+00,-1.157765105028901687e+01,1.446071091957293220e+00,4.467469170850288052e+00
4.394186483059224990e+00,-1.154264419146713649e+01,1.446146552876164781e+00,4.469344505436983361e+00
4.398571092549654615e+00,-1.150763046240117049e+01,1.446226601194332106e+00,4.471682075419632696e+00
4.402953333132362701e+00,-1.147260991161981991e+01,1.446317216446840526e+00,4.474361090609697555e+00
4.407333036326436471e+00,-1.143758258765180003e+01,1.446412363853782912e+00,4.477251397433319013e+00
4.411710033650960483e+00,-1.140254853902580656e+01,1.446512041504888657e+00,4.480223640538058660e+00
4.416084156625024626e+00,-1.136750781427056012e+01,1.446616247543881295e+00,4.483158457236272376e+00
4.420455236767709017e+00,-1.133246046191475109e+01,1.446724980168369923e+00,4.485953838664138438e+00
4.424823105598103545e+00,-1.129740653048710186e+01,1.446838237629682666e+00,4.488530091415455558e+00
4.429187594635294545e+00,-1.126234606851631348e+01,1.446956018232729679e+00,4.490832179177921546e+00
4.433548535398365686e+00,-1.122727912453108701e+01,1.447078320335839496e+00,4.492829560847033221e+00
4.437905759406405082e+00,-1.119220574706013949e+01,1.447205142350615148e+00,4.494513921699962111e+00
4.442259098178497290e+00,-1.115712598463216843e+01,1.447336482741795827e+00,4.495895383473440532e+00
4.446608383233728645e+00,-1.112203988577588731e+01,1.447472340027077475e+00,4.496997861992908518e+00
4.450953446091184595e+00,-1.108694749901999366e+01,1.447612712776991106e+00,4.497854220763443323e+00
4.455294118269953252e+00,-1.105184887289320628e+01,1.447757599614715396e+00,4.498501765237728378e+00
4.459630231289117397e+00,-1.101674405592422445e+01,1.447906999215940127e+00,4.498978465468976395e+00
4.463961616667763366e+00,-1.098163309664175458e+01,1.448060910308713867e+00,4.499320118344503072e+00
4.468288105924980158e+00,-1.094651604357450836e+01,1.448219331673285870e+00,4.499558495376223100e+00
4.472609530579851445e+00,-1.091139294525118686e+01,1.448382262141934884e+00,4.499720390897148370e+00
4.476925722151464448e+00,-1.087626385020050179e+01,1.448549700598800394e+00,4.499827400512351083e+00
4.481236512158902840e+00,-1.084112880695115422e+01,1.448721645979760497e+00,4.499896222119298628e+00
4.485541732121253844e+00,-1.080598786403185763e+01,1.448898097272250274e+00,4.499939274412850132e+00
4.489841213557604682e+00,-1.077084106997131485e+01,1.449079053515081039e+00,4.499965458087834769e+00
4.494134787987040802e+00,-1.073568847329823583e+01,1.449264513798289356e+00,4.499980929263028173e+00
4.498422286928645875e+00,-1.070053012254131630e+01,1.449454477262978713e+00,4.499989801185695804e+00
4.502703541901508011e+00,-1.066536606622928041e+01,1.449648943101151444e+00,4.499994731017345373e+00
4.506978384424712658e+00,-1.063019635289081677e+01,1.449847910555542407e+00,4.499997379370133999e+00
4.511246646017346151e+00,-1.059502103105464776e+01,1.450051378919434697e+00,4.499998750483143795e+00
4.515508158198494826e+00,-1.055984014924947267e+01,1.450259347536499988e+00,4.499999431747736089e+00
4.519762752487243240e+00,-1.052465375600399611e+01,1.450471815800638442e+00,4.499999754939442376e+00
4.524010260402676842e+00,-1.048946189984692978e+01,1.450688783155799744e+00,4.499999900441619793e+00
4.528250513463884630e+00,-1.045426462930698008e+01,1.450910249095803906e+00,4.499999962182720914e+00
4.532483343189950276e+00,-1.041906199291284985e+01,1.451136213164157196e+00,4.499999986689739551e+00
4.536708581099959225e+00,-1.038385403919324723e+01,1.451366674953896707e+00,4.499999995711168488e+00
4.540926058712998703e+00,-1.034864081667687685e+01,1.451601634107423600e+00,4.499999998758227093e+00
4.545135607548155043e+00,-1.031342237389245575e+01,1.451841090316293270e+00,4.499999999687874563e+00
4.549337059124513694e+00,-1.027819875936867966e+01,1.452085043321045488e+00,4.499999999936950879e+00
4.553530244961159212e+00,-1.024297002163426029e+01,1.452333492911034307e+00,4.499999999991887378e+00
4.557714996577179711e+00,-1.020773620921790048e+01,1.452586438924246437e+00,4.500000000000001776e+00
4.561891145491658861e+00,-1.017249737064830839e+01,1.452843881247108282e+00,4.500000000000001776e+00
4.566058523223685661e+00,-1.013725355445419396e+01,1.453105819814305644e+00,4.500000000000001776e+00
4.570216961292343782e+00,-1.010200480916426180e+01,1.453372254608605640e+00,4.500000000000001776e+00
4.574366291216721336e+00,-1.006675118330722185e+01,1.453643185660647541e+00,4.500000000000001776e+00
4.578506344515900217e+00,-1.003149272541177517e+01,1.453918613048780228e+00,4.500000000000001776e+00
4.582636952708969424e+00,-9.996229484006626365e+00,1.454198536898865468e+00,4.500000000000001776e+00
4.586757947315014405e+00,-9.960961507620492483e+00,1.454482957384076069e+00,4.500000000000001776e+00
4.590869159853121495e+00,-9.925688844782074582e+00,1.454771874724704261e+00,4.500000000000001776e+00
4.594970421842376140e+00,-9.890411544020073720e+00,1.455065289187983613e+00,4.500000000000001776e+00
4.599061564801864677e+00,-9.855129653863208716e+00,1.455363201087891634e+00,4.500000000000001776e+00
4.603142420250673439e+00,-9.819843222840177077e+00,1.455665610784934616e+00,4.500000000000001776e+00
4.607212819707886098e+00,-9.784552299479690518e+00,1.455972518685958450e+00,4.500000000000001776e+00
4.611272594692590765e+00,-9.749256932310448320e+00,1.456283925243962551e+00,4.500000000000001776e+00
4.615321576723872887e+00,-9.713957169861165752e+00,1.456599830957882702e+00,4.500000000000001776e+00
4.619359597320818800e+00,-9.678653060660547425e+00,1.456920236372382771e+00,4.500000000000001776e+00
4.623386488002513062e+00,-9.643344653237296171e+00,1.457245142077679523e+00,4.500000000000001776e+00
4.627402080288043784e+00,-9.608031996120123708e+00,1.457574548709315465e+00,4.500000000000001776e+00
4.631406205696496414e+00,-9.572715137837734645e+00,1.457908456947949905e+00,4.500000000000001776e+00
4.635398695746954623e+00,-9.537394126918833592e+00,1.458246867519155332e+00,4.500000000000001776e+00
4.639379381958506521e+00,-9.502069011892132266e+00,1.458589781193214252e+00,4.500000000000001776e+00
4.643348095850237556e+00,-9.466739841286333501e+00,1.458937198784905132e+00,4.500000000000001776e+00
4.647304668941234063e+00,-9.431406663630145459e+00,1.459289121153268587e+00,4.500000000000001776e+00
4.651248932750581488e+00,-9.396069527452272752e+00,1.459645549201414205e+00,4.500000000000001776e+00
4.655180718797365280e+00,-9.360728481281423541e+00,1.460006483876310934e+00,4.500000000000001776e+00
4.659099858600672661e+00,-9.325383573646304214e+00,1.460371926168551937e+00,4.500000000000001776e+00
4.663006183679589967e+00,-9.290034853075624710e+00,1.460741877112132991e+00,4.500000000000001776e+00
4.666899525553200867e+00,-9.254682368098091416e+00,1.461116337784226671e+00,4.500000000000001776e+00
